Кол-во комнат,Район,Этажность,Общая площадь,Жилая площадь,Площадь кухни,Планировка,Цена
1,"Автозаводский, 2 квартал",5/5,37,20,10,УЛУ/КИР,2800 тыс. pуб.
1,"Автозаводский, 8 квартал",1/5,31,14,8,УЛУ/КИР,2800 тыс. pуб.
1,"Автозаводский, 17 квартал",6/10,39,18,9,УЛЬ/ПАН,2800 тыс. pуб.
1,"Автозаводский, 15 квартал",6/10,39,19,9,УЛУ/КИР,2800 тыс. pуб.
1,"Автозаводский, 14Б квартал",1/9,40,20,11,МАК/ПАН,2800 тыс. pуб.
1,"Автозаводский, 12 квартал",3/9,0,0,0,МСК/ПАН,2800 тыс. pуб.
1,"Автозаводский, 20 квартал",4/9,37,18,9,САМ/ПАН,2800 тыс. pуб.
1,"Автозаводский, 19 квартал",9/9,34,17,9,МСК/ПАН,2800 тыс. pуб.
1,"Автозаводский, 18А квартал",2/9,46,18,12,МАК/ПАН,2800 тыс. pуб.
1,"Автозаводский, 18А квартал",9/9,40,18,11,МАК/КИР,2800 тыс. pуб.
1,"Автозаводский, 18А квартал",9/9,40,18,11,УЛУ/КИР,2800 тыс. pуб.
1,"Автозаводский, 3 квартал",5/16,40,18,10,УЛУ/БЛЧ,2820 тыс. pуб.
1,"Автозаводский, 15 квартал",3/9,32,17,8,МСК/ПАН,2820 тыс. pуб.
1,"Автозаводский, 20 квартал",8/14,37,16,10,УЛУ/КИР,2820 тыс. pуб.
1,"Автозаводский, 1 квартал",2/5,33,17,7,СТМ/ПАН,2830 тыс. pуб.
1,"Автозаводский, 16 квартал",3/9,34,17,8,МСК/ПАН,2830 тыс. pуб.
1,"Автозаводский, 20 квартал",8/14,36,18,11,УЛУ/КИР,2830 тыс. pуб.
1,"Автозаводский, 3Б квартал",3/5,34,20,9,ЭЛТ/КИР,2850 тыс. pуб.
1,"Автозаводский, 3 квартал",12/16,40,19,10,УЛУ/БЛЧ,2850 тыс. pуб.
1,"Автозаводский, 6А квартал",1/9,40,17,11,МАК/ПАН,2850 тыс. pуб.
1,"Автозаводский, 6А квартал",1/9,40,17,11,МАК/ПАН,2850 тыс. pуб.
1,"Автозаводский, 6А квартал",1/9,40,17,11,МАК/ПАН,2850 тыс. pуб.
1,"Автозаводский, 15 квартал",8/9,34,17,8,МСК/ПАН,2850 тыс. pуб.
1,"Автозаводский, 14А квартал",6/18,26,15,6,УЛУ/БЛЧ,2850 тыс. pуб.
1,"Автозаводский, 14 квартал",3/9,39,21,9,ОЛМ/ПАН,2850 тыс. pуб.
1,"Автозаводский, 12 квартал",5/9,34,18,8,МСК/ПАН,2850 тыс. pуб.
1,"Автозаводский, 12 квартал",8/9,33,17,8,МСК/ПАН,2850 тыс. pуб.
1,"Автозаводский, 18 квартал",6/7,35,18,9,УЛЬ/ПАН,2850 тыс. pуб.
1,"Автозаводский, 18А квартал",9/10,22,0,0,УЛУ/КИР,2850 тыс. pуб.
1,"Автозаводский, 8 квартал",1/15,39,16,10,УЛУ/КИР,2860 тыс. pуб.
1,"Автозаводский, 3А квартал",3/16,36,18,8,УЛУ/КИР,2870 тыс. pуб.
1,"Автозаводский, 14Б квартал",1/9,37,17,11,МАК/ПАН,2870 тыс. pуб.
1,"Автозаводский, 20 квартал",6/9,34,17,9,МСК/ПАН,2873 тыс. pуб.
1,"Автозаводский, 18А квартал",9/10,42,22,11,УЛУ/-,2880 тыс. pуб.
1,"Автозаводский, 6А квартал",1/10,40,17,11,МАК/ПАН,2890 тыс. pуб.
1,"Автозаводский, 3 квартал",13/18,38,17,9,УЛУ/МОН,2899 тыс. pуб.
1,"Автозаводский, 6А квартал",1/3,34,19,9,УЛУ/КИР,2899 тыс. pуб.
1,"Автозаводский, 17 квартал",2/10,40,19,8,УЛЬ/ПАН,2899 тыс. pуб.
1,"Автозаводский, 16 квартал",3/16,35,19,9,МСК/ПАН,2899 тыс. pуб.
1,"Автозаводский, 6А квартал",5/9,37,18,11,МАК/ПАН,2900 тыс. pуб.
1,"Автозаводский, 5 квартал",3/9,30,0,0,УЛУ/КИР,2900 тыс. pуб.
1,"Автозаводский, 3А квартал",6/14,38,18,9,УЛУ/КИР,2900 тыс. pуб.
1,"Автозаводский, 2 квартал",3/16,38,20,10,МАК/ПАН,2900 тыс. pуб.
1,"Автозаводский, 8 квартал",2/9,30,15,10,УЛУ/КИР,2900 тыс. pуб.
1,"Автозаводский, 17 квартал",2/14,27,0,0,УЛУ/КИР,2900 тыс. pуб.
1,"Автозаводский, 16 квартал",9/9,37,18,12,УЛУ/КИР,2900 тыс. pуб.
1,"Автозаводский, 15 квартал",5/17,35,19,9,УЛУ/КИР,2900 тыс. pуб.
1,"Автозаводский, 15 квартал",1/17,38,20,9,УЛУ/КИР,2900 тыс. pуб.
1,"Автозаводский, 14А квартал",9/18,44,23,11,УЛУ/МОН,2900 тыс. pуб.
1,"Автозаводский, 20 квартал",7/9,37,17,10,МСК/ПАН,2900 тыс. pуб.
1,"Автозаводский, 18Б квартал",7/10,29,18,5,УЛУ/ПАН,2900 тыс. pуб.
1,"Автозаводский, 18А квартал",9/10,38,20,9,УЛЬ/ПАН,2900 тыс. pуб.
1,"Автозаводский, 15 квартал",6/9,41,20,10,УЛУ/КИР,2940 тыс. pуб.
1,"Автозаводский, 8 квартал",2/16,38,17,9,УЛУ/КИР,2949 тыс. pуб.
1,"Автозаводский, 3 квартал",13/16,39,17,9,УЛУ/БЛЧ,2950 тыс. pуб.
1,"Автозаводский, 8 квартал",11/16,40,20,10,УЛУ/-,2950 тыс. pуб.
1,"Автозаводский, 6А квартал",9/16,39,15,9,МАК/ПАН,2950 тыс. pуб.
1,"Автозаводский, 6А квартал",1/10,40,17,11,МАК/ПАН,2950 тыс. pуб.
1,"Автозаводский, 6А квартал",5/10,40,17,10,МАК/ПАН,2950 тыс. pуб.
1,"Автозаводский, 21 квартал",9/10,41,22,11,ЭЛТ/КИР,2950 тыс. pуб.
1,"Автозаводский, 21 квартал",3/9,39,20,9,УЛЬ/ПАН,2950 тыс. pуб.
1,"Автозаводский, 20 квартал",1/9,41,21,9,УЛУ/КИР,2950 тыс. pуб.
1,"Автозаводский, 18Б квартал",9/10,29,17,5,УЛУ/ПАН,2950 тыс. pуб.
1,"Автозаводский, 19 квартал",6/14,36,19,10,УЛУ/КИР,2955 тыс. pуб.
1,"Автозаводский, 6А квартал",12/14,38,18,10,УЛУ/КИР,2970 тыс. pуб.
1,"Автозаводский, 16 квартал",9/9,34,18,9,МСК/ПАН,2980 тыс. pуб.
1,"Автозаводский, 14 квартал",2/9,39,19,9,ОЛМ/ПАН,2980 тыс. pуб.
1,"Автозаводский, 4 квартал",4/14,36,20,10,УЛУ/КИР,2990 тыс. pуб.
1,"Автозаводский, 8 квартал",3/14,33,17,9,УЛУ/КИР,2990 тыс. pуб.
1,"Автозаводский, 6А квартал",5/10,40,17,11,МАК/ПАН,2990 тыс. pуб.
1,"Автозаводский, 7 квартал",4/12,41,0,0,УЛУ/КИР,2990 тыс. pуб.
1,"Автозаводский, 6А квартал",1/9,40,0,0,МАК/ПАН,2990 тыс. pуб.
1,"Автозаводский, 6А квартал",5/9,40,17,11,МАК/ПАН,2990 тыс. pуб.
1,"Автозаводский, 6А квартал",5/9,40,17,11,МАК/ПАН,2990 тыс. pуб.
1,"Автозаводский, 6А квартал",5/9,40,17,11,МАК/ПАН,2990 тыс. pуб.
1,"Автозаводский, 6А квартал",5/9,40,17,11,МАК/ПАН,2990 тыс. pуб.
1,"Автозаводский, 6А квартал",5/9,40,17,11,МАК/ПАН,2990 тыс. pуб.
1,"Автозаводский, 6А квартал",5/9,40,17,11,МАК/ПАН,2990 тыс. pуб.
1,"Автозаводский, 18Б квартал",2/10,38,17,10,УЛУ/КИР,2990 тыс. pуб.
1,"Автозаводский, 3А квартал",13/16,36,22,9,УЛУ/КИР,2999 тыс. pуб.
1,"Автозаводский, 3А квартал",13/16,36,21,9,УЛУ/КИР,2999 тыс. pуб.
1,"Автозаводский, 15 квартал",7/9,42,19,9,УЛУ/КИР,2999 тыс. pуб.
1,"Автозаводский, 3А квартал",13/16,36,19,9,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 3Б квартал",7/17,36,0,0,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 3Б квартал",12/15,38,17,10,ЭЛТ/КИР,3000 тыс. pуб.
1,"Автозаводский, 3А квартал",12/16,38,18,10,ЭКС/-,3000 тыс. pуб.
1,"Автозаводский, 2 квартал",9/12,42,20,8,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 9 квартал",4/16,40,20,11,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 17 квартал",7/9,37,19,10,УЛЬ/ПАН,3000 тыс. pуб.
1,"Автозаводский, 16 квартал",11/15,39,19,10,УЛУ/СЛК,3000 тыс. pуб.
1,"Автозаводский, 16 квартал",9/10,41,17,12,МАК/ПАН,3000 тыс. pуб.
1,"Автозаводский, 15 квартал",13/17,35,18,11,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 14А квартал",1/9,23,0,0,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 14А квартал",15/18,40,19,8,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 12 квартал",2/9,35,17,9,МСК/ПАН,3000 тыс. pуб.
1,"Автозаводский, 19 квартал",13/15,40,20,8,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 18Б квартал",17/26,43,19,10,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 18Б квартал",9/10,36,17,10,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 18Б квартал",9/10,36,15,11,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 18А квартал",13/14,47,31,11,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 18А квартал",7/14,42,20,12,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 17А квартал",9/9,40,19,9,УЛУ/КИР,3000 тыс. pуб.
1,"Автозаводский, 17А квартал",10/11,36,17,10,УЛЬ/ПАН,3000 тыс. pуб.
1,"Автозаводский, 16 квартал",14/15,33,15,10,УЛУ/КИР,3040 тыс. pуб.
1,"Автозаводский, 31 квартал",9/16,44,20,10,УЛУ/КИР,3050 тыс. pуб.
1,"Автозаводский, 6А квартал",5/17,34,16,8,МАК/ПАН,3050 тыс. pуб.
1,"Автозаводский, 17 квартал",7/9,39,19,10,УЛЬ/ПАН,3050 тыс. pуб.
1,"Автозаводский, 14А квартал",3/7,37,0,11,МАК/ПАН,3050 тыс. pуб.
1,"Автозаводский, 18Б квартал",1/10,37,16,11,УЛУ/КИР,3050 тыс. pуб.
1,"Автозаводский, 18А квартал",3/10,41,20,13,МАК/ПАН,3050 тыс. pуб.
1,"Автозаводский, 3А квартал",9/16,33,17,9,УЛУ/КИР,3080 тыс. pуб.
1,"Автозаводский, 21 квартал",6/10,39,18,9,УЛЬ/ПАН,3090 тыс. pуб.
1,"Автозаводский, 3А квартал",11/13,35,18,9,УЛУ/КИР,3099 тыс. pуб.
1,"Автозаводский, 18Б квартал",2/10,35,13,10,УЛУ/КИР,3099 тыс. pуб.
1,"Автозаводский, 6А квартал",8/16,35,15,9,МАК/ПАН,3100 тыс. pуб.
1,"Автозаводский, 31 квартал",7/16,45,21,10,УЛУ/КИР,3100 тыс. pуб.
1,"Автозаводский, 3А квартал",9/16,36,18,9,УЛУ/КИР,3100 тыс. pуб.
1,"Автозаводский, 3 квартал",9/14,43,21,9,УЛУ/БЛЧ,3100 тыс. pуб.
1,"Автозаводский, 9 квартал",4/16,40,20,11,УЛУ/КИР,3100 тыс. pуб.
1,"Автозаводский, 8 квартал",8/9,41,15,11,УЛУ/КИР,3100 тыс. pуб.
1,"Автозаводский, 17 квартал",8/14,38,18,9,УЛУ/КИР,3100 тыс. pуб.
1,"Автозаводский, 14А квартал",1/7,40,17,11,МАК/ПАН,3100 тыс. pуб.
1,"Автозаводский, 18А квартал",1/10,42,21,11,УЛУ/КИР,3100 тыс. pуб.
1,"Автозаводский, 18А квартал",9/10,48,19,12,УЛУ/КИР,3100 тыс. pуб.
1,"Автозаводский, 17А квартал",2/5,40,20,12,МАК/ПАН,3100 тыс. pуб.
1,"Автозаводский, 19 квартал",12/16,41,20,12,УЛУ/МОН,3149 тыс. pуб.
1,"Автозаводский, 3А квартал",9/14,37,18,9,УЛУ/КИР,3150 тыс. pуб.
1,"Автозаводский, 9 квартал",14/16,48,29,12,ЛЕН/ПАН,3150 тыс. pуб.
1,"Автозаводский, 16 квартал",5/16,30,17,9,УЛУ/КИР,3150 тыс. pуб.
1,"Автозаводский, 14А квартал",9/10,36,18,10,УЛУ/КИР,3150 тыс. pуб.
1,"Автозаводский, 14А квартал",6/9,34,10,14,УЛУ/КИР,3150 тыс. pуб.
1,"Автозаводский, 18Б квартал",4/10,39,13,16,УЛЬ/ПАН,3170 тыс. pуб.
1,"Автозаводский, 18Б квартал",1/5,36,17,10,УЛУ/КИР,3180 тыс. pуб.
1,"Автозаводский, 14А квартал",3/10,38,18,10,УЛУ/КИР,3190 тыс. pуб.
1,"Автозаводский, 17 квартал",13/14,38,18,10,УЛУ/КИР,3199 тыс. pуб.
1,"Автозаводский, 31 квартал",9/16,41,17,10,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 32 квартал",1/18,35,17,11,МОН/БЛЧ,3200 тыс. pуб.
1,"Автозаводский, 8 квартал",1/9,52,17,13,МАК/ПАН,3200 тыс. pуб.
1,"Автозаводский, 16 квартал",2/16,38,20,9,ЛЕН/ПАН,3200 тыс. pуб.
1,"Автозаводский, 16 квартал",3/12,43,18,10,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 14А квартал",1/7,48,20,11,МАК/ПАН,3200 тыс. pуб.
1,"Автозаводский, 15 квартал",5/10,51,25,14,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 14А квартал",10/16,31,0,0,УЛУ/МОН,3200 тыс. pуб.
1,"Автозаводский, 14А квартал",6/14,38,17,10,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 14А квартал",7/9,37,0,0,МАК/ПАН,3200 тыс. pуб.
1,"Автозаводский, 14А квартал",5/9,38,16,12,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 13 квартал",10/14,45,18,10,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 21 квартал",5/10,39,18,8,УЛЬ/ПАН,3200 тыс. pуб.
1,"Автозаводский, 19 квартал",6/10,41,17,9,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 18Б квартал",5/10,37,17,11,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 18А квартал",3/9,42,20,12,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 18А квартал",8/9,46,18,13,МАК/ПАН,3200 тыс. pуб.
1,"Автозаводский, 18А квартал",8/9,45,21,11,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 17А квартал",3/16,39,17,9,УЛУ/КИР,3200 тыс. pуб.
1,"Автозаводский, 3Б квартал",7/15,40,18,10,ЭЛТ/КИР,3250 тыс. pуб.
1,"Автозаводский, 17 квартал",3/14,43,19,15,УЛУ/КИР,3250 тыс. pуб.
1,"Автозаводский, 16 квартал",5/12,35,19,11,УЛУ/КИР,3250 тыс. pуб.
1,"Автозаводский, 14А квартал",11/14,27,18,5,УЛУ/БЛЧ,3250 тыс. pуб.
1,"Автозаводский, 12 квартал",6/9,42,22,9,ЭКС/ПАН,3250 тыс. pуб.
1,"Автозаводский, 18Б квартал",9/10,38,18,9,УЛУ/КИР,3250 тыс. pуб.
1,"Автозаводский, 3Б квартал",6/10,37,17,11,МАК/ПАН,3280 тыс. pуб.
1,"Автозаводский, 14А квартал",4/10,33,17,11,УЛУ/БЛЧ,3299 тыс. pуб.
1,"Автозаводский, 18Б квартал",10/10,38,15,12,УЛУ/КИР,3299 тыс. pуб.
1,"Автозаводский, 4 квартал",5/9,33,17,8,МСК/ПАН,3300 тыс. pуб.
1,"Автозаводский, 3Б квартал",14/15,47,22,12,УЛУ/КИР,3300 тыс. pуб.
1,"Автозаводский, 14Б квартал",4/9,41,20,11,МАК/ПАН,3300 тыс. pуб.
1,"Автозаводский, 13 квартал",7/15,43,20,12,УЛУ/КИР,3300 тыс. pуб.
1,"Автозаводский, 20 квартал",9/10,49,22,16,УЛУ/КИР,3300 тыс. pуб.
1,"Автозаводский, 19 квартал",7/9,44,17,14,УЛУ/КИР,3300 тыс. pуб.
1,"Автозаводский, 18Б квартал",5/10,37,18,9,УЛУ/КИР,3300 тыс. pуб.
1,"Автозаводский, 18Б квартал",10/10,34,14,12,УЛУ/КИР,3345 тыс. pуб.
1,"Автозаводский, 5 квартал",8/14,37,17,10,УЛУ/КИР,3350 тыс. pуб.
1,"Автозаводский, 5 квартал",4/14,39,20,10,УЛУ/КИР,3350 тыс. pуб.
1,"Автозаводский, 4 квартал",2/14,39,18,10,УЛУ/КИР,3350 тыс. pуб.
